Lakeland,Conservative/Conservateur,39882,72.8
Lakeland,Liberal/Libéral,7500,13.7
Lakeland,NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5513,10.1
Lakeland,Green Party/Parti Vert,1283,2.3
Lakeland,Libertarian/Libertarien,601,1.1
