Lethbridge,Conservative/Conservateur,32321,56.8
Lethbridge,NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11674,20.5
Lethbridge,Liberal/Libéral,10532,18.5
Lethbridge,Green Party/Parti Vert,1461,2.6
Lethbridge,Christian Heritage Party/Parti de l'Héritage Chrétien,746,1.3
Lethbridge,Rhinoceros/Rhinocéros,209,0.4
